Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
101058:f__Mycobacteriaceae:family	105872	0.01	257	0.0105	464	0.0282	290	0.1143	540	0.0509	58	0.0	418	0.0063	2314	0.0038	2651	0.0105	214	0.0286	786	0.0093	38	0.0	97	0.0	317	0.0187	379	0.0342	570	0.0317	404	0.0	136	0.06	314	0.0294	600	0.024	215	0.0	438	0.0231	96	0.0	9	0.0	2913	0.0116	82297	0.0088	5186	0.0098	638	0.0086	73	0.0	405	0.0072	127	0.0652	2628	0.0079	"101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
333235:c__UBA8468:class	105257	0.109	0	NA	425	0.0902	563	0.1159	505	0.0667	0	NA	0	NA	0	NA	7	0.3333	19336	0.0443	10193	0.0833	15353	0.1177	689	0.0926	2512	0.0844	1842	0.1326	1087	0.1778	28040	0.1534	18946	0.103	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5745	0.1393	0	NA	7	0.0	7	0.5	"333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
333234:p__Ratteibacteria:phylum	105257	0.109	0	NA	425	0.0902	563	0.1159	505	0.0667	0	NA	0	NA	0	NA	7	0.3333	19336	0.0443	10193	0.0833	15353	0.1177	689	0.0926	2512	0.0844	1842	0.1326	1087	0.1778	28040	0.1534	18946	0.103	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5745	0.1393	0	NA	7	0.0	7	0.5	"333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
63358:c__Bacilli:class	102810	0.065	462	0.0023	19853	0.2024	5961	0.213	2112	0.1677	73	0.0	589	0.0441	2245	0.0199	4730	0.016	540	0.0278	492	0.0083	343	0.0952	210	0.1163	635	0.0758	445	0.0536	246	0.07	573	0.0	174	0.1154	113	0.0783	133	0.0769	95	0.0	188	0.0335	129	0.0093	0	NA	3280	0.0178	45960	0.0093	9001	0.0139	514	0.0174	125	0.1429	423	0.0091	153	0.0312	3013	0.0161	"63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
63357:p__Bacillota:phylum	102810	0.065	462	0.0023	19853	0.2024	5961	0.213	2112	0.1677	73	0.0	589	0.0441	2245	0.0199	4730	0.016	540	0.0278	492	0.0083	343	0.0952	210	0.1163	635	0.0758	445	0.0536	246	0.07	573	0.0	174	0.1154	113	0.0783	133	0.0769	95	0.0	188	0.0335	129	0.0093	0	NA	3280	0.0178	45960	0.0093	9001	0.0139	514	0.0174	125	0.1429	423	0.0091	153	0.0312	3013	0.0161	"63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
382554:f__MWAK01:family	102714	0.109	0	NA	416	0.0917	554	0.118	495	0.0672	0	NA	0	NA	0	NA	0	NA	17894	0.0437	9866	0.081	15130	0.1186	593	0.0969	2465	0.0847	1703	0.1384	1047	0.1809	27957	0.1536	18888	0.103	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5700	0.1385	0	NA	4	0.0	2	0.0	"382554:f__MWAK01:family;382553:o__MWAK01:order;333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
382553:o__MWAK01:order	102714	0.109	0	NA	416	0.0917	554	0.118	495	0.0672	0	NA	0	NA	0	NA	0	NA	17894	0.0437	9866	0.081	15130	0.1186	593	0.0969	2465	0.0847	1703	0.1384	1047	0.1809	27957	0.1536	18888	0.103	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5700	0.1385	0	NA	4	0.0	2	0.0	"382553:o__MWAK01:order;333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
87:p__Thermoproteota:phylum	102501	0.12	130	0.1734	151	0.0312	576	0.1474	76	0.1593	0	NA	76	0.2004	287	0.1463	1265	0.2048	542	0.1803	4029	0.1561	339	0.1486	151	0.2109	2822	0.2308	320	0.1181	126	0.1897	363	0.0942	116	0.0637	12674	0.1949	3527	0.1444	11368	0.0679	13664	0.0884	0	NA	0	NA	0	NA	14	0.2222	12	0.0	7	0.0	7	0.0	0	NA	18790	0.1003	31069	0.112	"87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
455751:GB_GCA_018829455.1:subspecies	102413	0.109	0	NA	412	0.0924	548	0.1195	487	0.0682	0	NA	0	NA	0	NA	0	NA	17874	0.0436	9851	0.0812	15117	0.1187	592	0.0969	2465	0.0847	1696	0.1355	1041	0.1815	27838	0.153	18811	0.1034	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5675	0.139	0	NA	4	0.0	2	0.0	"455751:GB_GCA_018829455.1:subspecies;455750:s__JAHJUB01 sp018829455:species;455749:g__JAHJUB01:genus;382554:f__MWAK01:family;382553:o__MWAK01:order;333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
455750:s__JAHJUB01 sp018829455:species	102413	0.109	0	NA	412	0.0924	548	0.1195	487	0.0682	0	NA	0	NA	0	NA	0	NA	17874	0.0436	9851	0.0812	15117	0.1187	592	0.0969	2465	0.0847	1696	0.1355	1041	0.1815	27838	0.153	18811	0.1034	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5675	0.139	0	NA	4	0.0	2	0.0	"455750:s__JAHJUB01 sp018829455:species;455749:g__JAHJUB01:genus;382554:f__MWAK01:family;382553:o__MWAK01:order;333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
455749:g__JAHJUB01:genus	102413	0.109	0	NA	412	0.0924	548	0.1195	487	0.0682	0	NA	0	NA	0	NA	0	NA	17874	0.0436	9851	0.0812	15117	0.1187	592	0.0969	2465	0.0847	1696	0.1355	1041	0.1815	27838	0.153	18811	0.1034	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	5675	0.139	0	NA	4	0.0	2	0.0	"455749:g__JAHJUB01:genus;382554:f__MWAK01:family;382553:o__MWAK01:order;333235:c__UBA8468:class;333234:p__Ratteibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
210:c__Nitrososphaeria:class	101804	0.12	128	0.1791	146	0.0	569	0.1501	63	0.1446	0	NA	75	0.2004	286	0.1463	1263	0.2057	469	0.2063	3821	0.1612	262	0.1531	124	0.1351	2758	0.2334	237	0.1145	102	0.14	316	0.094	81	0.0345	12672	0.1949	3523	0.1446	11365	0.0679	13657	0.0886	0	NA	0	NA	0	NA	14	0.2222	12	0.0	7	0.0	2	0.0	0	NA	18790	0.1003	31062	0.112	"210:c__Nitrososphaeria:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
211:o__Nitrososphaerales:order	101802	0.12	128	0.1791	146	0.0	569	0.1501	63	0.1446	0	NA	75	0.2004	286	0.1463	1263	0.2057	469	0.2063	3821	0.1612	261	0.1557	123	0.1351	2758	0.2334	237	0.1145	102	0.14	316	0.094	81	0.0345	12672	0.1949	3523	0.1446	11365	0.0679	13657	0.0886	0	NA	0	NA	0	NA	14	0.2222	12	0.0	7	0.0	2	0.0	0	NA	18790	0.1003	31062	0.112	"211:o__Nitrososphaerales:order;210:c__Nitrososphaeria:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
108193:o__Pseudomonadales:order	100590	0.027	308	0.027	396	0.0144	75	0.1176	541	0.137	125	0.0263	413	0.0161	926	0.0349	4874	0.0135	165	0.0	267	0.0581	121	0.0274	770	0.021	429	0.0254	656	0.0341	63559	0.0263	374	0.0164	162	0.0204	505	0.134	612	0.1049	812	0.0366	1835	0.0382	190	0.0146	53	0.0	2733	0.0186	7038	0.0167	6851	0.0124	585	0.011	87	0.0	90	0.0455	665	0.0663	4373	0.0429	"108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
407276:g__JACCVL01:genus	99815	0.039	0	NA	27	0.1111	150	0.0833	46282	0.0678	0	NA	1	0.0	1	0.0	3	0.0	4	0.0	30	0.0	0	NA	0	NA	0	NA	14	0.2	33	0.0	1	0.0	0	NA	61	0.087	52967	0.013	15	0.0	34	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	186	0.0122	0	NA	0	NA	1	0.0	5	0.0	"407276:g__JACCVL01:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
448706:GB_GCA_013698185.1:subspecies	98412	0.038	0	NA	6	1.0	99	0.06	45652	0.0677	0	NA	1	0.0	0	NA	2	0.0	3	0.0	19	0.0	0	NA	0	NA	0	NA	9	0.3333	25	0.0	1	0.0	0	NA	11	0.0	52411	0.0129	14	0.0	34	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	123	0.0185	0	NA	0	NA	0	NA	2	0.0	"448706:GB_GCA_013698185.1:subspecies;448705:s__JACCVL01 sp013698185:species;407276:g__JACCVL01:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
448705:s__JACCVL01 sp013698185:species	98412	0.038	0	NA	6	1.0	99	0.06	45652	0.0677	0	NA	1	0.0	0	NA	2	0.0	3	0.0	19	0.0	0	NA	0	NA	0	NA	9	0.3333	25	0.0	1	0.0	0	NA	11	0.0	52411	0.0129	14	0.0	34	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	123	0.0185	0	NA	0	NA	0	NA	2	0.0	"448705:s__JACCVL01 sp013698185:species;407276:g__JACCVL01:genus;270462:f__Nocardioidaceae:family;177040:o__Propionibacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
232780:p__Acidobacteriota:phylum	94057	0.049	45	0.0	74	0.1071	114	0.0286	4801	0.0774	13	0.0	54	0.0	51	0.0	165	0.0913	6734	0.0302	2289	0.0362	352	0.1039	206	0.1478	846	0.1297	393	0.1153	986	0.0308	654	0.0897	409	0.0795	5970	0.0748	13236	0.0601	15579	0.0401	34044	0.04	0	NA	0	NA	29	0.0938	58	0.0	57	0.0	3145	0.0174	1112	0.1283	15	0.0	347	0.0775	2279	0.0435	"232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
212:f__Nitrosopumilaceae:family	92309	0.115	123	0.2065	0	NA	1	0.0	1	0.0	0	NA	72	0.2162	281	0.1463	1251	0.2073	10	0.0	3	0.0	15	0.3333	6	0.0	8	0.0	9	0.0	3	0.0	309	0.0958	74	0.0411	12538	0.1955	2729	0.144	11361	0.068	13656	0.0886	0	NA	0	NA	0	NA	14	0.2222	9	0.0	3	0.0	1	0.0	0	NA	18787	0.1003	31045	0.1121	"212:f__Nitrosopumilaceae:family;211:o__Nitrososphaerales:order;210:c__Nitrososphaeria:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
1802:g__Nitrosarchaeum:genus	89935	0.114	120	0.2065	0	NA	0	NA	0	NA	0	NA	63	0.2345	273	0.1504	1212	0.2092	0	NA	0	NA	0	NA	1	0.0	0	NA	1	0.0	0	NA	276	0.0772	68	0.0667	12075	0.1938	2614	0.1408	11124	0.0679	13431	0.0897	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	18286	0.0991	30391	0.1133	"1802:g__Nitrosarchaeum:genus;212:f__Nitrosopumilaceae:family;211:o__Nitrososphaerales:order;210:c__Nitrososphaeria:class;87:p__Thermoproteota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
175271:g__Corynebacterium:genus	89607	0.009	164	0.0149	149	0.0	28	0.0	49	0.0	29	0.0	183	0.0	755	0.0	1450	0.0068	82	0.0345	149	0.0	15	0.0	42	0.0	148	0.0	90	0.0645	49	0.0	141	0.0	37	0.1111	31	0.1111	46	0.0	4	0.0	23	0.0	30	0.0	4	0.0	1606	0.0138	79538	0.0087	3381	0.0092	136	0.0	23	0.0	373	0.008	30	0.0	822	0.0	"175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
245798:c__Acidimicrobiia:class	86180	0.03	151	0.0474	84	0.0238	179	0.1342	3911	0.1255	24	0.0	56	0.0508	274	0.0885	702	0.0911	1293	0.0195	4645	0.0318	170	0.2	137	0.0714	294	0.0459	872	0.0333	2817	0.0177	152	0.0777	51	0.0588	5287	0.0618	48765	0.0163	3502	0.0261	7777	0.025	5	0.0	0	NA	16	0.0	48	0.0	31	0.1667	1373	0.0235	26	0.0	6	0.0	671	0.0571	2861	0.0567	"245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
260318:p__Planctomycetota:phylum	83518	0.062	74	0.1002	186	0.0594	105	0.08	1342	0.1396	28	0.3	55	0.0	122	0.0672	462	0.0357	4543	0.0532	3315	0.0864	2743	0.118	1386	0.1254	2433	0.1054	2114	0.1079	1690	0.1251	820	0.0847	650	0.0812	2534	0.0856	6707	0.0931	9271	0.0315	17921	0.0393	0	NA	0	NA	29	0.0	76	0.0	94	0.025	1036	0.0079	430	0.1958	10	0.0	5005	0.046	18337	0.0485	"260318:p__Planctomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
249844:c__Paceibacteria:class	81365	0.113	178	0.0998	1103	0.1039	1802	0.1547	1332	0.0898	17	0.6667	176	0.1135	782	0.1624	4141	0.2011	11705	0.0575	4139	0.1127	21420	0.1413	4201	0.076	1310	0.1291	4011	0.1334	1286	0.1328	3514	0.0894	1871	0.103	1337	0.1338	479	0.1218	464	0.0385	787	0.0397	0	NA	0	NA	0	NA	0	NA	1	0.0	13	0.0	2309	0.2311	0	NA	3594	0.0554	9393	0.0865	"249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
108194:f__Pseudomonadaceae:family	79719	0.024	149	0.0256	246	0.0052	37	0.0833	87	0.0625	82	0.0	223	0.0127	562	0.017	4203	0.0114	59	0.0	99	0.0	50	0.0526	67	0.05	235	0.0	183	0.0278	63450	0.0262	225	0.0122	46	0.0	113	0.1613	174	0.0984	145	0.0172	577	0.0275	76	0.0293	4	0.0	1011	0.0195	1746	0.0112	3863	0.011	335	0.0083	31	0.0	35	0.1111	120	0.1538	1486	0.021	"108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
161314:o__Rhizobiales:order	78375	0.032	1175	0.0192	367	0.0105	139	0.0455	1019	0.0652	179	0.0172	888	0.0064	672	0.0123	2443	0.0103	4303	0.1297	6014	0.0357	291	0.0561	246	0.0116	2729	0.1219	1300	0.0363	749	0.0391	479	0.0114	242	0.0	1864	0.0357	1256	0.0591	6317	0.0227	16389	0.0296	620	0.0132	14	0.0	3905	0.0158	8638	0.0105	7802	0.0094	1329	0.0093	107	0.025	144	0.0	595	0.0324	6160	0.0203	"161314:o__Rhizobiales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
246208:o__Acidimicrobiales:order	77825	0.028	144	0.0483	77	0.0278	165	0.1439	3703	0.1249	23	0.0	54	0.0508	268	0.0885	675	0.0936	1014	0.0054	4433	0.0324	74	0.2222	25	0.0	245	0.0213	735	0.0246	2729	0.0159	140	0.0825	45	0.0625	2014	0.0613	48341	0.016	2444	0.0266	5613	0.0266	5	0.0	0	NA	16	0.0	41	0.0	30	0.1667	1288	0.0233	24	0.0	4	0.0	651	0.0549	2805	0.0569	"246208:o__Acidimicrobiales:order;245798:c__Acidimicrobiia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
399625:g__JACCUC01:genus	75114	0.041	1	0.0	3	0.0	72	0.28	12111	0.1261	0	NA	0	NA	1	0.0	100	0.0303	1010	0.0122	159	0.0169	0	NA	1	0.0	26	0.0	3	0.0	5	0.0	0	NA	1	0.0	4167	0.0572	56695	0.0222	16	0.0	35	0.125	0	NA	0	NA	0	NA	1	0.0	0	NA	697	0.0111	0	NA	0	NA	1	0.0	9	0.0	"399625:g__JACCUC01:genus;368410:f__Thermoleophilaceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
154229:g__Pseudomonas_E:genus	73638	0.025	122	0.0294	215	0.0057	31	0.0909	67	0.087	68	0.0	161	0.0179	393	0.0238	2904	0.0111	34	0.0	70	0.0	38	0.0625	28	0.1	149	0.0	134	0.0377	63324	0.0262	200	0.0137	35	0.0	82	0.2381	120	0.0889	106	0.0238	481	0.0132	61	0.037	3	0.0	477	0.0226	687	0.0097	2131	0.0101	224	0.013	24	0.0	23	0.1429	88	0.1935	1158	0.0264	"154229:g__Pseudomonas_E:genus;108194:f__Pseudomonadaceae:family;108193:o__Pseudomonadales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
257391:c__Kiritimatiellia:class	72627	0.082	1	0.0	14	0.0	25	0.2857	452	0.0614	0	NA	4	0.0	3	0.0	7	0.0	2423	0.041	810	0.0972	719	0.0561	122	0.1316	427	0.1391	349	0.0708	148	0.1413	15782	0.1033	37740	0.0534	35	0.0357	70	0.0476	51	0.04	95	0.0	0	NA	0	NA	1	0.0	1	0.0	4	0.0	17	0.0	13246	0.1443	1	0.0	19	0.0	61	0.0769	"257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
313937:o__JAAZAB01:order	70374	0.082	0	NA	0	NA	8	0.4	430	0.0659	0	NA	0	NA	0	NA	1	0.0	2090	0.0342	635	0.1074	614	0.0546	93	0.1	350	0.1567	292	0.0737	107	0.2051	15444	0.1037	37262	0.0534	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	13042	0.1445	0	NA	1	0.0	3	0.0	"313937:o__JAAZAB01:order;257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
313938:f__VSJD01:family	70113	0.082	0	NA	0	NA	8	0.4	427	0.0664	0	NA	0	NA	0	NA	1	0.0	2080	0.0343	625	0.1097	605	0.0551	93	0.1	349	0.1567	288	0.0745	107	0.2051	15382	0.1037	37160	0.0532	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12983	0.1445	0	NA	1	0.0	3	0.0	"313938:f__VSJD01:family;313937:o__JAAZAB01:order;257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479905:GB_GCA_013817025.1:subspecies	68984	0.028	0	NA	1	0.0	58	0.12	22851	0.0453	0	NA	1	0.0	0	NA	0	NA	310	0.0248	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	158	0.0	16422	0.018	32	0.0	46	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	29025	0.0192	57	0.0	0	NA	0	NA	20	0.0	"479905:GB_GCA_013817025.1:subspecies;479904:s__JACDDK01 sp013817025:species;479903:g__JACDDK01:genus;332085:f__Rubrobacteraceae:family;332084:o__Rubrobacterales:order;332083:c__Rubrobacteria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479904:s__JACDDK01 sp013817025:species	68984	0.028	0	NA	1	0.0	58	0.12	22851	0.0453	0	NA	1	0.0	0	NA	0	NA	310	0.0248	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	158	0.0	16422	0.018	32	0.0	46	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	29025	0.0192	57	0.0	0	NA	0	NA	20	0.0	"479904:s__JACDDK01 sp013817025:species;479903:g__JACDDK01:genus;332085:f__Rubrobacteraceae:family;332084:o__Rubrobacterales:order;332083:c__Rubrobacteria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
479903:g__JACDDK01:genus	68984	0.028	0	NA	1	0.0	58	0.12	22851	0.0453	0	NA	1	0.0	0	NA	0	NA	310	0.0248	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	158	0.0	16422	0.018	32	0.0	46	0.1176	0	NA	0	NA	0	NA	0	NA	0	NA	29025	0.0192	57	0.0	0	NA	0	NA	20	0.0	"479903:g__JACDDK01:genus;332085:f__Rubrobacteraceae:family;332084:o__Rubrobacterales:order;332083:c__Rubrobacteria:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
173792:o__Bacteroidales:order	67632	0.092	165	0.0417	4152	0.1157	3894	0.1545	2691	0.1462	49	0.1	685	0.0088	1346	0.0208	1692	0.0303	12457	0.0659	10662	0.0843	5421	0.1056	2774	0.1019	3743	0.099	8073	0.1186	3161	0.142	606	0.0894	339	0.0488	209	0.1023	260	0.0943	341	0.0233	532	0.0344	24	0.0	0	NA	396	0.0238	289	0.0	417	0.0	165	0.0435	498	0.2063	83	0.0476	236	0.0161	2272	0.0197	"173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
315311:g__VSJD01:genus	67416	0.082	0	NA	0	NA	8	0.4	415	0.0604	0	NA	0	NA	0	NA	0	NA	1901	0.0306	571	0.1176	541	0.0545	83	0.1154	312	0.1571	267	0.0809	94	0.1714	14782	0.1038	35987	0.0534	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12451	0.1456	0	NA	1	0.0	2	0.0	"315311:g__VSJD01:genus;313938:f__VSJD01:family;313937:o__JAAZAB01:order;257391:c__Kiritimatiellia:class;191257:p__Verrucomicrobiota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
271175:f__Desulfobacteraceae:family	67173	0.101	1	0.0	6	0.0	5	0.0	18	0.0	0	NA	0	NA	3	0.0	6	0.0	29047	0.0675	12339	0.1294	10637	0.1238	4919	0.0935	4717	0.1187	3887	0.1361	1403	0.2131	63	0.3077	39	0.5455	1	0.0	8	0.0	11	0.0	17	0.0	0	NA	0	NA	4	0.0	1	0.0	4	0.0	1	0.0	23	0.3333	0	NA	4	0.0	9	0.0	"271175:f__Desulfobacteraceae:family;271174:o__Desulfobacterales:order;271173:c__Desulfobacteria:class;238248:p__Desulfobacterota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
257590:c__Nitrospiria:class	66641	0.057	22	0.1125	31	0.1	7	0.3333	1106	0.1463	0	NA	43	0.1724	76	0.15	301	0.0949	585	0.1749	98	0.0894	39	0.0	85	0.1282	256	0.2336	180	0.0867	59	0.0952	100	0.0446	45	0.0588	2074	0.1349	3851	0.1225	19299	0.0427	30987	0.0482	0	NA	0	NA	37	0.0	62	0.0	64	0.0307	12	0.0	26	0.2727	0	NA	370	0.0273	6826	0.038	"257590:c__Nitrospiria:class;257589:p__Nitrospirota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
470907:GB_GCA_013812485.1:subspecies	64628	0.042	1	0.0	3	0.0	57	0.3333	10598	0.1326	0	NA	0	NA	1	0.0	89	0.0323	797	0.0093	30	0.0	0	NA	0	NA	18	0.0	2	0.0	2	0.0	0	NA	0	NA	1715	0.0551	50954	0.0227	14	0.0	28	0.1429	0	NA	0	NA	0	NA	0	NA	0	NA	315	0.0081	0	NA	0	NA	1	0.0	3	0.0	"470907:GB_GCA_013812485.1:subspecies;470906:s__JACCUC01 sp013812485:species;399625:g__JACCUC01:genus;368410:f__Thermoleophilaceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
470906:s__JACCUC01 sp013812485:species	64628	0.042	1	0.0	3	0.0	57	0.3333	10598	0.1326	0	NA	0	NA	1	0.0	89	0.0323	797	0.0093	30	0.0	0	NA	0	NA	18	0.0	2	0.0	2	0.0	0	NA	0	NA	1715	0.0551	50954	0.0227	14	0.0	28	0.1429	0	NA	0	NA	0	NA	0	NA	0	NA	315	0.0081	0	NA	0	NA	1	0.0	3	0.0	"470906:s__JACCUC01 sp013812485:species;399625:g__JACCUC01:genus;368410:f__Thermoleophilaceae:family;242818:o__Solirubrobacterales:order;242817:c__Thermoleophilia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
410082:RS_GCF_003003885.1:subspecies	63715	0.021	0	NA	1	0.0	0	NA	2	0.0	0	NA	4	0.0	4	0.0	10	0.0	30	0.1	2528	0.0171	0	NA	0	NA	1	0.0	2	0.0	1	0.0	3	0.0	2	0.0	60586	0.0216	475	0.018	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	49	0.0	0	NA	1	0.0	1	0.0	11	0.0	"410082:RS_GCF_003003885.1:subspecies;410081:s__Aliterella sp003003885:species;402235:g__Aliterella:genus;291736:f__Chroococcidiopsidaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
410081:s__Aliterella sp003003885:species	63715	0.021	0	NA	1	0.0	0	NA	2	0.0	0	NA	4	0.0	4	0.0	10	0.0	30	0.1	2528	0.0171	0	NA	0	NA	1	0.0	2	0.0	1	0.0	3	0.0	2	0.0	60586	0.0216	475	0.018	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	49	0.0	0	NA	1	0.0	1	0.0	11	0.0	"410081:s__Aliterella sp003003885:species;402235:g__Aliterella:genus;291736:f__Chroococcidiopsidaceae:family;224374:o__Cyanobacteriales:order;222537:c__Cyanobacteriia:class;222536:p__Cyanobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
