Tax	TotalReads	MeanDamage	AIS1_reads	AIS1_damage	BV1_reads	BV1_damage	BV2_reads	BV2_damage	BV3_reads	BV3_damage	EM1_reads	EM1_damage	EM2_reads	EM2_damage	EM3_reads	EM3_damage	EM4_reads	EM4_damage	LG1_reads	LG1_damage	LG2_reads	LG2_damage	LG3_reads	LG3_damage	LG4_reads	LG4_damage	LG5_reads	LG5_damage	LG6_reads	LG6_damage	LG7_reads	LG7_damage	MA1_reads	MA1_damage	MA2_reads	MA2_damage	MBL1_reads	MBL1_damage	MBL2_reads	MBL2_damage	MV1_reads	MV1_damage	MV2_reads	MV2_damage	NC1_reads	NC1_damage	NC2_reads	NC2_damage	NC3_reads	NC3_damage	NC4_reads	NC4_damage	NC5_reads	NC5_damage	PC1_reads	PC1_damage	PM1_reads	PM1_damage	PM2_reads	PM2_damage	RM1_reads	RM1_damage	RM2_reads	RM2_damage	TaxPath
332722:o__Buchananbacterales:order	167	0.05	0	NA	4	0.0	8	0.0	5	0.0	0	NA	0	NA	0	NA	2	0.0	29	0.0	6	0.5	32	0.0	7	0.3333	7	0.0	8	0.0	1	0.0	18	0.0	12	0.0	2	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	15	0.2	0	NA	2	0.0	6	0.0	"332722:o__Buchananbacterales:order;258273:c__ABY1:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
292542:g__M3007:genus	167	0.075	0	NA	3	0.0	1	0.0	9	0.6667	0	NA	2	0.0	4	0.0	7	0.5	6	0.0	9	0.0	3	0.0	0	NA	4	0.0	2	0.0	3	0.0	5	0.0	3	0.0	4	0.0	9	0.0	21	0.0	43	0.0717	0	NA	0	NA	2	0.0	1	0.0	1	0.0	2	0.0	1	0.0	1	0.0	4	0.0	17	0.0	"292542:g__M3007:genus;262290:f__Saprospiraceae:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
504804:GB_GCA_009380005.1:subspecies	167	0.044	0	NA	3	0.0	3	0.3333	12	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	1	0.0	0	NA	1	0.0	0	NA	1	0.0	2	0.0	0	NA	0	NA	38	0.1667	93	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	2	0.0	3	0.0	"504804:GB_GCA_009380005.1:subspecies;504803:s__WHSQ01 sp009380005:species;504802:g__WHSQ01:genus;410612:f__WHSQ01:family;410611:o__CADDZG01:order;317886:c__UBA4738:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
504803:s__WHSQ01 sp009380005:species	167	0.044	0	NA	3	0.0	3	0.3333	12	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	1	0.0	0	NA	1	0.0	0	NA	1	0.0	2	0.0	0	NA	0	NA	38	0.1667	93	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	2	0.0	3	0.0	"504803:s__WHSQ01 sp009380005:species;504802:g__WHSQ01:genus;410612:f__WHSQ01:family;410611:o__CADDZG01:order;317886:c__UBA4738:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
504802:g__WHSQ01:genus	167	0.044	0	NA	3	0.0	3	0.3333	12	0.0	0	NA	0	NA	0	NA	0	NA	3	0.0	1	0.0	0	NA	1	0.0	0	NA	1	0.0	2	0.0	0	NA	0	NA	38	0.1667	93	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	2	0.0	3	0.0	"504802:g__WHSQ01:genus;410612:f__WHSQ01:family;410611:o__CADDZG01:order;317886:c__UBA4738:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
286490:g__UBA1568:genus	167	0.1	0	NA	2	0.0	2	0.0	1	0.0	0	NA	0	NA	4	0.0	9	0.0	7	0.0	1	0.0	12	0.0	4	0.0	0	NA	5	0.0	3	0.0	10	0.0	4	0.0	4	0.0	4	0.0	2	0.0	3	1.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	20	0.3548	67	0.0975	"286490:g__UBA1568:genus;286489:f__UBA1568:family;249845:o__Moranbacterales:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
309079:f__LD1:family	167	0.053	0	NA	2	0.0	0	NA	2	0.0	1	0.0	0	NA	3	0.0	6	0.0	5	0.0	6	0.0	2	0.0	1	0.0	2	0.0	4	0.0	1	0.0	4	0.0	2	0.0	7	0.0	37	0.1053	10	0.0	25	0.2	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	5	0.0	0	NA	5	0.0	35	0.0	"309079:f__LD1:family;257280:o__Chitinophagales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
273621:g__Bog-1340:genus	167	0.054	0	NA	1	0.0	1	0.0	0	NA	0	NA	0	NA	1	0.0	7	0.0	16	0.0	2	0.0	60	0.0833	4	0.0	6	0.0	10	0.0	2	0.0	12	0.0	2	0.0	11	0.0	4	1.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	10	0.0	14	0.0	"273621:g__Bog-1340:genus;261516:f__GWA1-40-21:family;258297:o__UBA9983_A:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
457166:GB_GCA_023259035.1:subspecies	167	0.087	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	1	0.0	7	0.5	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	21	0.1	27	0.1	2	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12	0.25	90	0.0357	"457166:GB_GCA_023259035.1:subspecies;457165:s__Gallionella sp023259035:species;228073:g__Gallionella:genus;228072:f__Gallionellaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
457165:s__Gallionella sp023259035:species	167	0.087	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	1	0.0	0	NA	1	0.0	7	0.5	1	0.0	0	NA	0	NA	0	NA	0	NA	1	0.0	21	0.1	27	0.1	2	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12	0.25	90	0.0357	"457165:s__Gallionella sp023259035:species;228073:g__Gallionella:genus;228072:f__Gallionellaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
443148:GB_GCA_002336985.1:subspecies	167	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	22	0.0	86	0.0	58	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"443148:GB_GCA_002336985.1:subspecies;443147:s__Sphingomonas_O sp002336985:species;443146:g__Sphingomonas_O:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
443147:s__Sphingomonas_O sp002336985:species	167	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	22	0.0	86	0.0	58	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	"443147:s__Sphingomonas_O sp002336985:species;443146:g__Sphingomonas_O:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
186509:g__Lactococcus:genus	166	0.009	16	0.0	4	0.0	0	NA	0	NA	0	NA	1	0.0	3	0.5	10	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	2	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	4	0.0	0	NA	32	0.0	48	0.0	24	0.0	0	NA	1	0.0	0	NA	1	0.0	16	0.0	"186509:g__Lactococcus:genus;92157:f__Streptococcaceae:family;92156:o__Lactobacillales:order;63358:c__Bacilli:class;63357:p__Bacillota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
452838:GB_GCA_018781585.1:subspecies	166	0.086	1	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	3	0.0	19	0.4286	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	29	0.0	49	0.125	1	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	9	0.0	50	0.0	"452838:GB_GCA_018781585.1:subspecies;452837:s__RBG-16-58-11 sp018781585:species;452836:g__RBG-16-58-11:genus;452835:f__RBG-16-58-11:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
452837:s__RBG-16-58-11 sp018781585:species	166	0.086	1	0.0	0	NA	0	NA	0	NA	1	0.0	1	0.0	3	0.0	19	0.4286	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	29	0.0	49	0.125	1	0.0	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	9	0.0	50	0.0	"452837:s__RBG-16-58-11 sp018781585:species;452836:g__RBG-16-58-11:genus;452835:f__RBG-16-58-11:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
340805:g__Alishewanella:genus	166	0.04	1	0.0	1	0.0	0	NA	0	NA	0	NA	2	0.0	2	0.0	5	0.0	0	NA	0	NA	0	NA	3	0.0	3	0.0	2	0.0	0	NA	2	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	2	0.0	0	NA	8	0.0	11	0.0	119	0.0556	1	0.0	0	NA	1	0.0	0	NA	1	0.0	"340805:g__Alishewanella:genus;225214:f__Alteromonadaceae:family;145555:o__Enterobacterales_A:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
409783:g__Paucimonas:genus	166	0.024	1	0.0	0	NA	1	0.0	1	0.0	0	NA	0	NA	1	0.0	2	0.0	2	0.0	3	0.0	1	0.0	0	NA	1	0.0	6	0.0	65	0.0	0	NA	0	NA	6	0.0	8	0.5	9	0.0	7	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	12	0.0	40	0.0	"409783:g__Paucimonas:genus;147451:f__Burkholderiaceae:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400828:GB_GCA_021737905.1:subspecies	166	0.04	1	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	4	0.0	6	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	8	0.0	4	0.0	0	NA	0	NA	1	0.0	1	0.0	2	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	26	0.1429	106	0.027	"400828:GB_GCA_021737905.1:subspecies;400827:s__Polaromonas sp021737905:species;307007:g__Polaromonas:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
400827:s__Polaromonas sp021737905:species	166	0.04	1	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	4	0.0	6	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	8	0.0	4	0.0	0	NA	0	NA	1	0.0	1	0.0	2	0.0	4	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	26	0.1429	106	0.027	"400827:s__Polaromonas sp021737905:species;307007:g__Polaromonas:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
339685:g__PWHW01:genus	166	0.041	1	0.0	0	NA	2	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	66	0.0488	20	0.0	40	0.0909	11	0.0	5	0.0	6	0.0	9	0.0	2	0.0	1	0.0	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	0	NA	0	NA	"339685:g__PWHW01:genus;339684:f__PWPS01:family;272223:o__Paceibacterales:order;249844:c__Paceibacteria:class;249843:p__Patescibacteria:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476175:RS_GCF_900096565.1:subspecies	166	0.13	0	NA	4	1.0	2	0.0	4	0.5	0	NA	2	0.0	5	0.0	9	0.6667	19	0.5	3	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	2	0.0	1	0.0	2	0.0	4	0.0	31	0.0	46	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	4	0.0	22	0.0	"476175:RS_GCF_900096565.1:subspecies;476174:s__Williamwhitmania taraxaci:species;476173:g__Williamwhitmania:genus;476172:f__Williamwhitmaniaceae:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476174:s__Williamwhitmania taraxaci:species	166	0.13	0	NA	4	1.0	2	0.0	4	0.5	0	NA	2	0.0	5	0.0	9	0.6667	19	0.5	3	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	2	0.0	1	0.0	2	0.0	4	0.0	31	0.0	46	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	4	0.0	22	0.0	"476174:s__Williamwhitmania taraxaci:species;476173:g__Williamwhitmania:genus;476172:f__Williamwhitmaniaceae:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476173:g__Williamwhitmania:genus	166	0.13	0	NA	4	1.0	2	0.0	4	0.5	0	NA	2	0.0	5	0.0	9	0.6667	19	0.5	3	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	2	0.0	1	0.0	2	0.0	4	0.0	31	0.0	46	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	4	0.0	22	0.0	"476173:g__Williamwhitmania:genus;476172:f__Williamwhitmaniaceae:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
476172:f__Williamwhitmaniaceae:family	166	0.13	0	NA	4	1.0	2	0.0	4	0.5	0	NA	2	0.0	5	0.0	9	0.6667	19	0.5	3	0.0	3	0.0	0	NA	1	0.0	0	NA	0	NA	2	0.0	1	0.0	2	0.0	4	0.0	31	0.0	46	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	2	0.0	0	NA	4	0.0	22	0.0	"476172:f__Williamwhitmaniaceae:family;173792:o__Bacteroidales:order;173791:c__Bacteroidia:class;173790:p__Bacteroidota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
357143:g__Catenulispora:genus	166	0.04	0	NA	3	0.0	10	0.2	19	0.1429	0	NA	2	0.0	1	0.0	3	0.0	6	0.0	22	0.0	1	0.0	0	NA	0	NA	12	0.0	21	0.0	2	0.0	1	0.0	11	0.0	17	0.1111	2	0.0	9	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	15	0.0	0	NA	0	NA	3	0.0	6	0.0	"357143:g__Catenulispora:genus;357142:f__Catenulisporaceae:family;207080:o__Streptomycetales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
368512:f__GWC2-42-11:family	166	0.133	0	NA	1	0.0	3	0.0	11	0.6667	0	NA	0	NA	0	NA	0	NA	14	0.0	2	0.0	8	0.0	14	0.0	2	0.0	2	1.0	0	NA	38	0.3333	30	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	37	0.0	0	NA	1	0.0	2	0.0	"368512:f__GWC2-42-11:family;283636:o__UBA9637:order;283635:c__GWC2-55-46:class;248877:p__Desulfobacterota_F:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
419889:GB_GCA_025152525.1:subspecies	166	0.0	0	NA	1	0.0	0	NA	0	NA	1	0.0	2	0.0	14	0.0	80	0.0	1	0.0	2	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	0	NA	1	0.0	0	NA	0	NA	1	0.0	55	0.0	"419889:GB_GCA_025152525.1:subspecies;419888:s__Corynebacterium sp025152525:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
419888:s__Corynebacterium sp025152525:species	166	0.0	0	NA	1	0.0	0	NA	0	NA	1	0.0	2	0.0	14	0.0	80	0.0	1	0.0	2	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	2	0.0	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	4	0.0	0	NA	1	0.0	0	NA	0	NA	1	0.0	55	0.0	"419888:s__Corynebacterium sp025152525:species;175271:g__Corynebacterium:genus;101058:f__Mycobacteriaceae:family;101057:o__Mycobacteriales:order;101056:c__Actinomycetia:class;101055:p__Actinomycetota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
491925:GB_GCA_022574315.1:subspecies	166	0.133	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	6	0.0	21	0.0	37	0.1333	21	0.2	40	0.1667	19	0.3333	16	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"491925:GB_GCA_022574315.1:subspecies;491924:s__JACZSH01 sp022574315:species;491923:g__JACZSH01:genus;365121:f__RBG-16-60-22:family;252026:o__Dehalococcoidales:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
491924:s__JACZSH01 sp022574315:species	166	0.133	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	6	0.0	21	0.0	37	0.1333	21	0.2	40	0.1667	19	0.3333	16	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"491924:s__JACZSH01 sp022574315:species;491923:g__JACZSH01:genus;365121:f__RBG-16-60-22:family;252026:o__Dehalococcoidales:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
491923:g__JACZSH01:genus	166	0.133	0	NA	1	0.0	1	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	6	0.0	21	0.0	37	0.1333	21	0.2	40	0.1667	19	0.3333	16	0.0	2	0.0	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"491923:g__JACZSH01:genus;365121:f__RBG-16-60-22:family;252026:o__Dehalococcoidales:order;252025:c__Dehalococcoidia:class;252024:p__Chloroflexota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
2413:o__Anstonellales:order	166	0.041	0	NA	0	NA	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	25	0.0	11	0.0	31	0.0	11	0.5	6	0.0	16	0.0	4	0.0	26	0.0	15	0.0	3	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	7	0.0	0	NA	3	0.0	5	0.25	"2413:o__Anstonellales:order;1303:c__Micrarchaeia:class;1302:p__Micrarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
499706:GB_GCA_014376765.1:subspecies	166	0.043	0	NA	0	NA	1	0.0	2	0.0	0	NA	0	NA	3	0.0	3	0.0	2	0.5	1	0.0	0	NA	0	NA	0	NA	32	0.0	28	0.0667	0	NA	0	NA	3	0.0	5	0.0	6	0.0	17	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	10	0.1667	52	0.05	"499706:GB_GCA_014376765.1:subspecies;499705:s__JACMQX01 sp014376765:species;499704:g__JACMQX01:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
499705:s__JACMQX01 sp014376765:species	166	0.043	0	NA	0	NA	1	0.0	2	0.0	0	NA	0	NA	3	0.0	3	0.0	2	0.5	1	0.0	0	NA	0	NA	0	NA	32	0.0	28	0.0667	0	NA	0	NA	3	0.0	5	0.0	6	0.0	17	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	10	0.1667	52	0.05	"499705:s__JACMQX01 sp014376765:species;499704:g__JACMQX01:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
499704:g__JACMQX01:genus	166	0.043	0	NA	0	NA	1	0.0	2	0.0	0	NA	0	NA	3	0.0	3	0.0	2	0.5	1	0.0	0	NA	0	NA	0	NA	32	0.0	28	0.0667	0	NA	0	NA	3	0.0	5	0.0	6	0.0	17	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	10	0.1667	52	0.05	"499704:g__JACMQX01:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
413981:GB_GCA_018262835.1:subspecies	166	0.116	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	5	0.0	1	0.0	1	0.0	1	0.0	1	0.0	31	0.1	27	0.0833	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	95	0.1471	0	NA	0	NA	0	NA	"413981:GB_GCA_018262835.1:subspecies;413980:s__UBA2199 sp018262835:species;322259:g__UBA2199:genus;311988:f__UBA2199:family;311987:o__UBA2199:order;297966:c__Aminicenantia:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
413980:s__UBA2199 sp018262835:species	166	0.116	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	3	0.0	0	NA	5	0.0	1	0.0	1	0.0	1	0.0	1	0.0	31	0.1	27	0.0833	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	95	0.1471	0	NA	0	NA	0	NA	"413980:s__UBA2199 sp018262835:species;322259:g__UBA2199:genus;311988:f__UBA2199:family;311987:o__UBA2199:order;297966:c__Aminicenantia:class;232780:p__Acidobacteriota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
282881:g__Parasphingorhabdus:genus	166	0.04	0	NA	0	NA	0	NA	17	0.0	1	0.0	1	0.0	1	0.0	0	NA	4	0.0	14	0.0	0	NA	0	NA	0	NA	27	0.125	13	0.25	1	0.0	0	NA	10	0.0	13	0.0	11	0.0	36	0.0	0	NA	0	NA	0	NA	1	0.0	0	NA	8	0.0	2	0.0	0	NA	0	NA	6	0.0	"282881:g__Parasphingorhabdus:genus;223508:f__Sphingomonadaceae:family;223507:o__Sphingomonadales:order;159315:c__Alphaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
405021:GB_GCA_001770935.1:subspecies	166	0.116	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	3	0.5	5	0.0	0	NA	3	0.0	1	0.0	1	0.0	0	NA	5	0.0	5	0.0	0	NA	0	NA	5	0.5	5	0.5	11	0.25	20	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	13	0.3333	88	0.0645	"405021:GB_GCA_001770935.1:subspecies;405020:s__Rhodoferax_C sp001770935:species;254157:g__Rhodoferax_C:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
405020:s__Rhodoferax_C sp001770935:species	166	0.116	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	3	0.5	5	0.0	0	NA	3	0.0	1	0.0	1	0.0	0	NA	5	0.0	5	0.0	0	NA	0	NA	5	0.5	5	0.5	11	0.25	20	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	13	0.3333	88	0.0645	"405020:s__Rhodoferax_C sp001770935:species;254157:g__Rhodoferax_C:genus;233990:f__Burkholderiaceae_B:family;137197:o__Burkholderiales:order;14526:c__Gammaproteobacteria:class;14525:p__Pseudomonadota:phylum;14524:d__Bacteria:superkingdom;1:root:no rank"
10729:GB_GCA_016213525.1:subspecies	166	0.059	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	2	0.0	87	0.0	75	0.1304	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"10729:GB_GCA_016213525.1:subspecies;10728:s__JABABT01 sp016213525:species;7139:g__JABABT01:genus;7138:f__SCSR01:family;1331:o__CG10238-14:order;1330:c__Aenigmatarchaeia:class;1329:p__Aenigmatarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
10728:s__JABABT01 sp016213525:species	166	0.059	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	1	0.0	2	0.0	87	0.0	75	0.1304	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	0	NA	"10728:s__JABABT01 sp016213525:species;7139:g__JABABT01:genus;7138:f__SCSR01:family;1331:o__CG10238-14:order;1330:c__Aenigmatarchaeia:class;1329:p__Aenigmatarchaeota:phylum;2:d__Archaea:superkingdom;1:root:no rank"
